PCA1,PCA2,t-SNE1,t-SNE2
41.24815297885771,-6.288558232532373,-101.66771,-45.866325
-3.642367079291571,-4.1692409232249075,55.01806,-62.49868
55.400443240914726,23.107996457347536,-142.94711,-52.030697
6.750719278559387,-5.4908151406834955,-54.886383,-30.11432
32.52243865902763,5.86912696553943,-133.91931,51.70125
2.7077351025327308,-10.214747164505889,-10.194534,-31.039806
13.706324465422588,-6.067969104043042,-33.08466,-20.708221
-11.535596910416082,-15.63345374780482,54.32949,21.791412
-0.14829908050527288,-10.491941042399803,-16.007952,-71.479515
2.2074144308359513,21.400597350822924,-66.20054,-63.01145
-13.521267415147408,-0.4606458322968919,33.70907,37.55784
2.334225234793222,-12.9614494393432,-26.64356,-47.712532
-11.626094799545898,-17.880573763888908,58.19629,1.8809866
9.788757837368177,-15.100797275070518,104.725945,-78.415085
27.540527538847556,7.882517128865121,-111.42796,-4.3143263
2.5763187684985263,-5.208660322397316,9.33637,-48.79001
-46.63090377192062,22.743217020027018,119.02679,84.26323
8.463571101153283,-3.665943162088158,-58.904568,-1.0493753
8.305041852738931,-5.791190071147335,-40.372807,2.423116
8.051106606149197,11.49554171538922,-87.70137,35.5567
-16.220521302035575,12.615563532751523,22.118015,68.01735
-2.5963598141462176,-7.2393599254251075,54.17909,-40.462093
-4.45890596279045,-9.12932671023282,36.753662,-91.07101
-1.6036258094605145,-6.788878359277007,96.75947,-25.408882
3.289732232790341,1.8489386572680906,61.119484,-95.37916
17.909954523113207,13.045297551766817,-105.98431,17.464586
27.83010359418297,4.000281459019057,-87.04838,-5.3614607
48.85836302619223,23.597361694333753,-150.74161,-36.374462
-24.471459220591033,3.6296220669678854,48.24607,62.86965
-11.695375534428745,-17.228309636330057,43.66738,-12.274575
4.25928577558008,-1.0551215054240193,48.09831,-113.6923
27.266787867803334,-5.720129969214612,-44.599392,25.421125
2.27789929838796,-7.6979629770767675,8.795656,-77.15905
-15.981805729607114,17.87090160432709,-22.1689,90.23192
23.652896968529053,-1.4325221987720205,-28.954655,46.00174
-10.614314493298021,30.152442974715207,13.516524,123.87635
-12.305939953614155,-17.087828629126864,36.77444,9.291366
-1.0648132596428423,-18.10564543228431,18.700888,-2.7326517
6.432484759381431,10.626163270325533,-72.62554,22.24762
-19.45100540002759,22.983674823936866,32.426292,112.34577
-27.260998818044882,15.786976539061818,40.78092,90.31621
-0.42709005799048533,-17.803661135495677,11.471747,-20.538652
-36.50787837146722,6.612088434539893,92.61356,70.99062
-19.795303120053614,10.500218675013615,56.078384,111.58016
-6.247765327530376,21.42875931130902,-53.00767,-96.31125
-37.73280157487165,10.653209637289837,85.70197,96.17298
7.790090982005419,-17.673948347617824,-12.086084,19.15691
7.06616967713654,-16.16389272640666,7.489772,18.931566
-11.52561639093659,-15.279472615208226,68.946815,-16.392239
7.876701214764517,-17.826747159517122,-8.006162,-3.9604304
-26.6757245670334,4.741176025036119,63.00881,84.63354
11.43018867093899,8.242076722532097,-60.77525,55.236023
17.533243537979086,11.022233631310646,-81.80477,63.50825
7.325932489359422,-6.3768771108279045,33.473488,-58.578545
-2.4641376148106318,-16.12602949313205,30.428238,-30.165453
-1.7829961460165875,29.932887107444884,-48.42478,86.30503
-4.827077990720736,-5.58434132021963,80.1109,-47.194958
-11.903968142553724,-15.649409813321805,84.13643,10.161894
-24.691496103250277,-5.188437897782237,104.54662,34.00642
-22.991101952094763,-7.204982172821597,83.03479,37.63857
