Cluster,PCA1,PCA2,t-SNE1,t-SNE2,Silhouette_Score_Original,Silhouette_Score_PCA,Silhouette_Score_tSNE
4,41.606760117552525,-6.20163679758697,-75.675125,60.056595,0.1744944622786727,0.26854042585988797,0.22613314
1,-3.212037083989513,-3.551387150015872,-55.29236,2.6087992,0.1744944622786727,0.26854042585988797,0.22613314
4,56.08079003658974,24.08429917348172,-63.217773,92.44506,0.1744944622786727,0.26854042585988797,0.22613314
2,6.939675165573408,-6.021458263884753,-39.16788,-60.986828,0.1744944622786727,0.26854042585988797,0.22613314
4,33.119862336469524,6.65297719758446,-101.97169,43.50402,0.1744944622786727,0.26854042585988797,0.22613314
1,2.9297447510996064,-10.261701092425033,-20.972183,-33.63502,0.1744944622786727,0.26854042585988797,0.22613314
2,13.973864739343245,-6.379451499334419,-25.406998,-50.048714,0.1744944622786727,0.26854042585988797,0.22613314
1,-11.279792094559095,-15.534353005939643,12.692371,10.202647,0.1744944622786727,0.26854042585988797,0.22613314
1,0.1432660505692201,-10.506678105058246,19.371696,-41.554134,0.1744944622786727,0.26854042585988797,0.22613314
2,2.799000979039201,21.548328195957534,53.12948,-48.38394,0.1744944622786727,0.26854042585988797,0.22613314
1,-13.209602793143794,-0.5893150821090162,32.60889,7.2364616,0.1744944622786727,0.26854042585988797,0.22613314
1,2.538062259156585,-13.15572924980822,-30.6046,-18.673576,0.1744944622786727,0.26854042585988797,0.22613314
1,-11.350517958331285,-17.752608034678726,-4.574481,10.687661,0.1744944622786727,0.26854042585988797,0.22613314
1,10.055633194180048,-14.958210331307631,-87.46964,-57.22044,0.1744944622786727,0.26854042585988797,0.22613314
2,27.755520835316332,6.443040231753954,31.335583,-111.357735,0.1744944622786727,0.26854042585988797,0.22613314
1,2.9347998475258974,-4.925865065620271,-44.86772,-32.91144,0.1744944622786727,0.26854042585988797,0.22613314
3,-45.98387739810538,23.85762726575466,95.057175,49.930904,0.1744944622786727,0.26854042585988797,0.22613314
2,8.677524035098772,-4.424008278634934,-14.484105,-69.278015,0.1744944622786727,0.26854042585988797,0.22613314
2,8.535465116010954,-6.520826668180879,-4.337887,-57.633186,0.1744944622786727,0.26854042585988797,0.22613314
2,8.360602872708228,10.605128449237474,6.2705054,-84.959564,0.1744944622786727,0.26854042585988797,0.22613314
3,-15.534311794089186,13.43166448596288,31.849962,77.00248,0.1744944622786727,0.26854042585988797,0.22613314
1,-2.2006723360307996,-6.704634085159757,6.0314116,-7.707147,0.1744944622786727,0.26854042585988797,0.22613314
0,-3.94577813106345,-8.503022953845804,-77.941734,-7.2271123,0.1744944622786727,0.26854042585988797,0.22613314
1,-1.211677879562224,-6.1970753905881235,-50.068325,20.818604,0.1744944622786727,0.26854042585988797,0.22613314
0,3.965441552026984,2.9503757700242437,-97.21205,-7.3330035,0.1744944622786727,0.26854042585988797,0.22613314
2,18.1768431863259,11.820783599309996,29.479696,-92.55384,0.1744944622786727,0.26854042585988797,0.22613314
2,28.066604771408812,2.695300772232769,10.936892,-108.62627,0.1744944622786727,0.26854042585988797,0.22613314
4,49.48868068094174,24.392297125070343,-77.164085,93.55524,0.1744944622786727,0.26854042585988797,0.22613314
3,-23.913060627822862,4.067948239786462,54.5888,-2.4891741,0.1744944622786727,0.26854042585988797,0.22613314
1,-11.411712415731442,-17.148096732455066,-12.088974,26.176376,0.1744944622786727,0.26854042585988797,0.22613314
0,4.891055359479921,-0.03896749529584391,-90.301956,9.32555,0.1744944622786727,0.26854042585988797,0.22613314
2,27.54321128164816,-6.378477595886627,-67.484116,39.021183,0.1744944622786727,0.26854042585988797,0.22613314
1,2.6652752363054923,-7.397810914228575,2.5142453,-31.754679,0.1744944622786727,0.26854042585988797,0.22613314
3,-15.699313904112689,17.363965012011604,67.35399,60.61003,0.1744944622786727,0.26854042585988797,0.22613314
2,24.03637430792595,-2.019152508745402,-60.0755,-82.07486,0.1744944622786727,0.26854042585988797,0.22613314
3,-9.78512246890578,30.98694381740538,90.16269,-30.529684,0.1744944622786727,0.26854042585988797,0.22613314
1,-12.005661744187144,-16.966185938531986,4.135909,25.394192,0.1744944622786727,0.26854042585988797,0.22613314
1,-0.7759179679261944,-18.149745068276054,-26.825325,15.765513,0.1744944622786727,0.26854042585988797,0.22613314
2,6.72009625234502,9.65178969162651,16.081882,-72.0066,0.1744944622786727,0.26854042585988797,0.22613314
3,-18.742507248790478,23.47325061105092,77.574326,-17.436613,0.1744944622786727,0.26854042585988797,0.22613314
3,-26.72375322823869,15.894601882675072,81.709625,2.922532,0.1744944622786727,0.26854042585988797,0.22613314
1,-0.13923283350291152,-17.84082377464849,-33.661694,1.2017614,0.1744944622786727,0.26854042585988797,0.22613314
3,-36.171279402531376,6.9923577478510515,67.20873,40.791283,0.1744944622786727,0.26854042585988797,0.22613314
3,-19.18272763230099,11.138439864977357,-70.538055,-34.439453,0.1744944622786727,0.26854042585988797,0.22613314
3,-5.421503080880837,22.654329612873457,15.511728,86.41078,0.1744944622786727,0.26854042585988797,0.22613314
3,-37.25740996194929,11.155975066422869,83.28608,26.861835,0.1744944622786727,0.26854042585988797,0.22613314
1,8.132036537395281,-17.4734796748004,-41.100483,49.832375,0.1744944622786727,0.26854042585988797,0.22613314
1,7.412533133322825,-15.961497516403366,-33.20595,35.52664,0.1744944622786727,0.26854042585988797,0.22613314
1,-11.202757325479611,-15.156266337040691,-5.1144476,44.61666,0.1744944622786727,0.26854042585988797,0.22613314
1,8.139470820686878,-17.74609112312502,24.12451,-18.210484,0.1744944622786727,0.26854042585988797,0.22613314
3,-26.237088940100797,4.966559243019971,65.982376,14.639275,0.1744944622786727,0.26854042585988797,0.22613314
2,11.80420870533181,7.835667236725112,-30.315441,-88.298454,0.1744944622786727,0.26854042585988797,0.22613314
2,17.81148969314813,10.322909692320778,-14.303659,-94.55915,0.1744944622786727,0.26854042585988797,0.22613314
1,7.802192715510425,-5.911567403241679,-53.01431,-13.135048,0.1744944622786727,0.26854042585988797,0.22613314
1,-2.1911159937455675,-16.170562939809358,-16.528278,-1.0318221,0.1744944622786727,0.26854042585988797,0.22613314
2,-1.3722098601188495,29.28715648814812,-22.448586,-116.74619,0.1744944622786727,0.26854042585988797,0.22613314
1,-4.377843250764621,-5.2256522066456075,-9.579679,-16.55837,0.1744944622786727,0.26854042585988797,0.22613314
1,-11.514881785940693,-15.290321158617482,20.643261,32.169052,0.1744944622786727,0.26854042585988797,0.22613314
1,-24.39823225124352,-4.953482399238828,40.882584,45.667164,0.1744944622786727,0.26854042585988797,0.22613314
1,-22.505400132082546,-6.752110874144808,23.300415,51.42377,0.1744944622786727,0.26854042585988797,0.22613314
1,-24.14908704480488,-5.5054637579510315,45.201748,27.244232,0.1744944622786727,0.26854042585988797,0.22613314
