TSNE1,TSNE2
-57.54542,81.85633
-1.7758505,-31.014458
-31.176628,112.114105
-36.259995,44.720478
-37.665157,88.00093
12.625108,24.271875
-37.234203,24.057228
65.51408,5.781819
8.61009,41.86344
-54.486958,-47.857403
31.467386,-54.726215
27.13122,40.002876
59.286304,-12.530762
-10.978641,53.612637
-117.34089,21.380045
-2.6642447,9.953392
-1.8000926,-134.8441
-60.08598,22.52872
-55.92809,41.61162
-79.98276,-10.648183
-6.623895,-69.24906
17.600178,-29.458021
37.48181,-1.5673522
0.6625734,-10.962857
74.81843,47.917458
-103.56052,4.711053
-101.751274,35.43901
-48.850662,109.82449
26.483885,-77.625206
79.89874,-25.626461
-22.798279,-20.186556
-76.98385,59.012627
16.010971,6.155502
-32.89729,-100.45228
-79.24831,38.03855
-38.285378,-73.5527
61.20511,-34.457153
34.890495,20.895348
-98.26923,-17.433256
25.211304,-122.409096
-10.295286,-99.72982
47.122936,42.52067
21.037054,-99.959724
6.2747164,-82.70165
-26.017109,-55.756443
5.387082,-112.825485
7.6715503,65.44226
-9.812898,31.234219
82.79452,-4.210655
29.329727,62.70285
41.378574,-95.232506
-61.122665,0.22179128
-82.72256,13.068298
-20.583586,3.8688416
53.998844,22.122225
-77.55662,-47.11672
22.134333,-12.070172
42.653564,-25.815262
48.660027,-72.9584
63.795807,-59.859753
